price_id,material_id,city,price_min,price_max,price_avg,confidence_score,last_updated,source_notes
P001879,M0376,Rawalpindi,169.7,207,188.6,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001880,M0376,Faisalabad,151.8,185.5,168.7,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001881,M0377,Lahore,162.9,199.1,181.0,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001882,M0377,Karachi,175.0,214,194.5,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001883,M0377,Islamabad,169.3,207,188.1,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001884,M0377,Rawalpindi,168.2,206,186.9,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001885,M0377,Faisalabad,152.8,186.8,169.8,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001886,M0378,Lahore,157.6,192.7,175.2,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001887,M0378,Karachi,181.3,222,201,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001888,M0378,Islamabad,169.5,207,188.3,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001889,M0378,Rawalpindi,171.4,210,190.5,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001890,M0378,Faisalabad,152.5,186.4,169.4,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001891,M0379,Lahore,159.9,195.4,177.6,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001892,M0379,Karachi,173.9,213,193.3,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001893,M0379,Islamabad,170.7,209,189.6,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001894,M0379,Rawalpindi,169.8,208,188.7,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001895,M0379,Faisalabad,154.8,189.2,172.0,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001896,M0380,Lahore,166.6,204,185.1,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001897,M0380,Karachi,168.3,206,187.0,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001898,M0380,Islamabad,169.1,207,187.9,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001899,M0380,Rawalpindi,170.0,208,188.9,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001900,M0380,Faisalabad,150.2,183.6,166.9,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001901,M0381,Lahore,158.3,193.4,175.9,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001902,M0381,Karachi,176.0,215,195.5,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001903,M0381,Islamabad,172.3,211,191.5,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001904,M0381,Rawalpindi,165.1,202,183.5,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001905,M0381,Faisalabad,154.9,189.4,172.1,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001906,M0382,Lahore,157.1,192.0,174.5,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001907,M0382,Karachi,171.7,210,190.8,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001908,M0382,Islamabad,176.1,215,195.7,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001909,M0382,Rawalpindi,172.5,211,191.7,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001910,M0382,Faisalabad,156.1,190.8,173.4,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001911,M0383,Lahore,156.9,191.7,174.3,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001912,M0383,Karachi,169.4,207,188.2,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001913,M0383,Islamabad,172.3,211,191.5,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001914,M0383,Rawalpindi,166.8,204,185.3,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001915,M0383,Faisalabad,158.1,193.2,175.6,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001916,M0384,Lahore,163.3,199.6,181.5,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001917,M0384,Karachi,178.5,218,198.4,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001918,M0384,Islamabad,171.5,210,190.5,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001919,M0384,Rawalpindi,165.9,203,184.4,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001920,M0384,Faisalabad,154.7,189.1,171.9,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001921,M0385,Lahore,162.8,199.0,180.9,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001922,M0385,Karachi,171.7,210,190.8,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001923,M0385,Islamabad,166.0,203,184.4,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001924,M0385,Rawalpindi,168.6,206,187.3,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001925,M0385,Faisalabad,158.6,193.9,176.3,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001926,M0386,Lahore,160.3,195.9,178.1,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001927,M0386,Karachi,172.3,211,191.5,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001928,M0386,Islamabad,169.5,207,188.3,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001929,M0386,Rawalpindi,166.9,204,185.5,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001930,M0386,Faisalabad,153.3,187.4,170.3,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001931,M0387,Lahore,159.4,194.8,177.1,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001932,M0387,Karachi,172.4,211,191.6,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001933,M0387,Islamabad,171.8,210,190.9,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001934,M0387,Rawalpindi,168.7,206,187.5,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001935,M0387,Faisalabad,151.1,184.7,167.9,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001936,M0388,Lahore,159.2,194.5,176.8,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001937,M0388,Karachi,172.7,211,191.9,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001938,M0388,Islamabad,169.9,208,188.8,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001939,M0388,Rawalpindi,168.7,206,187.4,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001940,M0388,Faisalabad,157.7,192.7,175.2,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001941,M0389,Lahore,165.3,202,183.7,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001942,M0389,Karachi,171.9,210,191.0,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001943,M0389,Islamabad,167.4,205,186.0,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001944,M0389,Rawalpindi,169.6,207,188.5,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001945,M0389,Faisalabad,154.5,188.8,171.7,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001946,M0390,Lahore,164.7,201,183.0,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001947,M0390,Karachi,175.9,215,195.4,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001948,M0390,Islamabad,173.6,212,192.8,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001949,M0390,Rawalpindi,167.5,205,186.1,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001950,M0390,Faisalabad,157.2,192.1,174.7,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001951,M0391,Lahore,159.9,195.5,177.7,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001952,M0391,Karachi,170.8,209,189.8,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001953,M0391,Islamabad,165.7,203,184.2,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001954,M0391,Rawalpindi,162.7,198.9,184.4,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001955,M0391,Faisalabad,155.6,190.2,172.9,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001956,M0392,Lahore,167.2,204,185.8,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001957,M0392,Karachi,174.2,213,193.5,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001958,M0392,Islamabad,169.1,207,187.9,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001959,M0392,Rawalpindi,174.7,213,194.1,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001960,M0392,Faisalabad,154.8,189.2,172.0,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001961,M0393,Lahore,160.8,196.6,178.7,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001962,M0393,Karachi,174.3,213,193.6,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001963,M0393,Islamabad,169.2,207,188.0,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001964,M0393,Rawalpindi,168.2,206,186.8,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001965,M0393,Faisalabad,161.2,197.0,182.7,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001966,M0394,Lahore,163.5,199.9,181.7,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001967,M0394,Karachi,175.2,214,194.7,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001968,M0394,Islamabad,169.9,208,188.7,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001969,M0394,Rawalpindi,168.2,206,186.9,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001970,M0394,Faisalabad,155.3,189.8,172.5,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001971,M0395,Lahore,162.9,199.1,181.0,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001972,M0395,Karachi,176.6,216,196.2,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001973,M0395,Islamabad,168.7,206,187.5,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001974,M0395,Rawalpindi,168.2,206,186.9,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001975,M0395,Faisalabad,154.3,188.5,171.4,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001976,M0396,Lahore,159.3,194.7,177.0,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001977,M0396,Karachi,180.1,220,200,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001978,M0396,Islamabad,172.2,211,191.4,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001979,M0396,Rawalpindi,171.1,209,190.1,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001980,M0396,Faisalabad,155.2,189.7,172.4,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001981,M0397,Lahore,165.2,202,183.5,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001982,M0397,Karachi,179.1,219,199.0,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001983,M0397,Islamabad,171.9,210,191.0,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001984,M0397,Rawalpindi,167.6,205,186.2,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001985,M0397,Faisalabad,154.8,189.2,172.0,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001986,M0398,Lahore,162.6,198.7,180.7,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001987,M0398,Karachi,172.4,211,191.5,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001988,M0398,Islamabad,166.8,204,185.3,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001989,M0398,Rawalpindi,167.8,205,186.4,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001990,M0398,Faisalabad,154.4,188.7,171.5,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001991,M0399,Lahore,159.4,194.8,177.1,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001992,M0399,Karachi,175.2,214,194.7,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001993,M0399,Islamabad,173.4,212,192.6,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001994,M0399,Rawalpindi,165.8,203,184.2,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001995,M0399,Faisalabad,158.9,194.2,176.6,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001996,M0400,Lahore,164.8,201,183.1,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001997,M0400,Karachi,176.1,215,195.7,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001998,M0400,Islamabad,175.1,214,194.6,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001999,M0400,Rawalpindi,165.5,202,183.9,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002000,M0400,Faisalabad,151.4,185.1,168.2,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002001,M0401,Lahore,158.3,193.5,175.9,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002002,M0401,Karachi,174.8,214,194.3,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002003,M0401,Islamabad,174.9,214,194.4,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002004,M0401,Rawalpindi,165.2,202,183.6,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002005,M0401,Faisalabad,156.0,190.6,173.3,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002006,M0402,Lahore,160.7,196.4,178.5,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002007,M0402,Karachi,172.9,211,192.2,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002008,M0402,Islamabad,172.3,211,191.5,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002009,M0402,Rawalpindi,172.6,211,191.7,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002010,M0402,Faisalabad,160.1,195.7,177.9,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002011,M0403,Lahore,158.6,193.8,176.2,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002012,M0403,Karachi,171.4,209,190.5,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002013,M0403,Islamabad,174.2,213,193.6,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002014,M0403,Rawalpindi,165.4,202,183.8,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002015,M0403,Faisalabad,155.4,190.0,172.7,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002016,M0404,Lahore,163.9,200,182.1,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002017,M0404,Karachi,173.0,211,192.2,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002018,M0404,Islamabad,172.9,211,192.1,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002019,M0404,Rawalpindi,166.1,203,184.6,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002020,M0404,Faisalabad,155.2,189.7,172.5,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002021,M0405,Lahore,162.2,198.2,180.2,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002022,M0405,Karachi,174.5,213,193.8,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002023,M0405,Islamabad,171.9,210,191.1,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002024,M0405,Rawalpindi,170.9,209,189.9,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002025,M0405,Faisalabad,157.1,192.0,174.6,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002026,M0406,Lahore,162.5,198.6,180.5,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002027,M0406,Karachi,174.0,213,193.3,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002028,M0406,Islamabad,174.6,213,194.0,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002029,M0406,Rawalpindi,166.7,204,185.2,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002030,M0406,Faisalabad,156.1,190.8,173.4,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002031,M0407,Lahore,163.9,200,182.1,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002032,M0407,Karachi,177.4,217,197.1,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002033,M0407,Islamabad,163.9,200,182.1,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002034,M0407,Rawalpindi,165.3,202,183.7,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002035,M0407,Faisalabad,156.5,191.3,173.9,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002036,M0408,Lahore,161.0,196.8,178.9,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002037,M0408,Karachi,173.8,212,193.1,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002038,M0408,Islamabad,169.7,207,188.6,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002039,M0408,Rawalpindi,164.6,201,182.8,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002040,M0408,Faisalabad,157.0,191.9,174.4,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002041,M0409,Lahore,157.3,192.3,174.8,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002042,M0409,Karachi,175.0,214,194.4,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002043,M0409,Islamabad,165.1,202,183.4,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002044,M0409,Rawalpindi,167.7,205,186.4,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002045,M0409,Faisalabad,157.1,192.0,174.5,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002046,M0410,Lahore,159.6,195.1,177.3,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002047,M0410,Karachi,173.3,212,192.5,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002048,M0410,Islamabad,170.3,208,189.2,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002049,M0410,Rawalpindi,167.9,205,186.6,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002050,M0410,Faisalabad,156.8,191.6,174.2,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002051,M0411,Lahore,161.8,197.8,179.8,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002052,M0411,Karachi,177.9,217,197.6,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002053,M0411,Islamabad,169.8,208,188.6,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002054,M0411,Rawalpindi,167.8,205,186.4,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002055,M0411,Faisalabad,153.2,187.2,170.2,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002056,M0412,Lahore,156.2,190.9,173.5,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002057,M0412,Karachi,169.9,208,188.8,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002058,M0412,Islamabad,166.0,203,184.4,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002059,M0412,Rawalpindi,164.1,201,182.3,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002060,M0412,Faisalabad,156.0,190.7,173.3,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002061,M0413,Lahore,162.9,199.1,181.0,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002062,M0413,Karachi,176.4,216,196.0,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002063,M0413,Islamabad,168.9,206,187.7,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002064,M0413,Rawalpindi,168.9,206,187.7,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002065,M0413,Faisalabad,153.4,187.5,170.4,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002066,M0414,Lahore,164.8,201,183.1,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002067,M0414,Karachi,176.1,215,195.7,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002068,M0414,Islamabad,172.2,211,191.4,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002069,M0414,Rawalpindi,168.4,206,187.2,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002070,M0414,Faisalabad,150.2,183.5,166.8,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002071,M0415,Lahore,166.0,203,184.4,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002072,M0415,Karachi,179.6,219,199.5,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002073,M0415,Islamabad,166.9,204,185.5,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002074,M0415,Rawalpindi,170.5,208,189.4,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002075,M0415,Faisalabad,151.5,185.1,168.3,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002076,M0416,Lahore,160.7,196.4,178.5,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002077,M0416,Karachi,177.4,217,197.2,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002078,M0416,Islamabad,175.1,214,194.6,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002079,M0416,Rawalpindi,165.6,202,184.0,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002080,M0416,Faisalabad,156.3,191.1,173.7,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002081,M0417,Lahore,160.8,196.6,178.7,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002082,M0417,Karachi,175.1,214,194.6,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002083,M0417,Islamabad,168.4,206,187.1,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002084,M0417,Rawalpindi,163.7,200,181.9,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002085,M0417,Faisalabad,159.5,194.9,177.2,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002086,M0418,Lahore,161.9,197.9,179.9,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002087,M0418,Karachi,180.4,221,200,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002088,M0418,Islamabad,173.5,212,192.7,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002089,M0418,Rawalpindi,169.2,207,188.0,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002090,M0418,Faisalabad,150.8,184.4,167.6,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002091,M0419,Lahore,160.1,195.6,177.8,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002092,M0419,Karachi,172.2,210,191.4,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002093,M0419,Islamabad,176.0,215,195.6,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002094,M0419,Rawalpindi,165.1,202,183.5,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002095,M0419,Faisalabad,152.5,186.3,169.4,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002096,M0420,Lahore,160.8,196.6,178.7,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002097,M0420,Karachi,173.3,212,192.5,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002098,M0420,Islamabad,164.7,201,183.0,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002099,M0420,Rawalpindi,170.8,209,189.8,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002100,M0420,Faisalabad,151.8,185.5,168.7,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002101,M0421,Lahore,156.5,191.3,173.9,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002102,M0421,Karachi,172.8,211,192.0,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P002103,M0421,Islamabad,170.4,208,189.4,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
